oD code,Organisation,Year,Region,Spending,Notes
23,LifeSiteNews,2014,Asia,$0,
24,Population Research Institute,2014,Asia,"$6,135",
25,Religious Freedom Institute,2014,Asia,,No 990
26,Summit Ministries,2014,Asia,$0,
27,The Heritage Foundation,2014,Asia,"$64,227",
28,World Youth Alliance,2014,Asia,"$69,678",
1,Acton Institute for the Study of Religion and Liberty,2014,Eurasia/Russia,$0,
2,Alliance Defending Freedom,2014,Eurasia/Russia,$0,
3,American Center for Law and Justice,2014,Eurasia/Russia,"$324,032",
4,"American Society for the Defense of Tradition, Family, Property",2014,Eurasia/Russia,$0,
5,Bethany Christian Services,2014,Eurasia/Russia,$0,
6,Billy Graham Evangelistic Association,2014,Eurasia/Russia,"$1,488,685",
7,Capitol Ministries,2014,Eurasia/Russia,$0,
8,Cato Institute,2014,Eurasia/Russia,$0,
9,Exodus Cry,2014,Eurasia/Russia,$0,
10,Family Research Council,2014,Eurasia/Russia,,No Schedule F
11,Family Watch International,2014,Eurasia/Russia,,No Schedule F
12,Federalist Society,2014,Eurasia/Russia,$0,
13,Fellowship Foundation,2014,Eurasia/Russia,"$12,420",
14,Focus on the Family,2014,Eurasia/Russia,$0,
15,Heartbeat International,2014,Eurasia/Russia,$0,
16,Home School Legal Defense Association,2014,Eurasia/Russia,$0,
17,Human Life International,2014,Eurasia/Russia,"$21,301",
18,International House of Prayer,2014,Eurasia/Russia,,No Schedule F 
19,International Human Rights Group,2014,Eurasia/Russia,$0,
20,InterVarsity Christian Fellowship,2014,Eurasia/Russia,"$201,104",
21,Leadership Institute,2014,Eurasia/Russia,$0,
22,Liberty Counsel,2014,Eurasia/Russia,$0,
23,LifeSiteNews,2014,Eurasia/Russia,$0,
24,Population Research Institute,2014,Eurasia/Russia,$0,
25,Religious Freedom Institute,2014,Eurasia/Russia,,No 990
26,Summit Ministries,2014,Eurasia/Russia,$0,
27,The Heritage Foundation,2014,Eurasia/Russia,$539,
28,World Youth Alliance,2014,Eurasia/Russia,$0,
1,Acton Institute for the Study of Religion and Liberty,2014,Europe,"$189,458",
2,Alliance Defending Freedom,2014,Europe,"$1,417,119",
3,American Center for Law and Justice,2014,Europe,"$1,496,425",
4,"American Society for the Defense of Tradition, Family, Property",2014,Europe,"$12,614",
5,Bethany Christian Services,2014,Europe,"$83,694",
6,Billy Graham Evangelistic Association,2014,Europe,"$3,810,359",
7,Capitol Ministries,2014,Europe,,No Schedule F
8,Cato Institute,2014,Europe,"$380,000",
9,Exodus Cry,2014,Europe,$0,
10,Family Research Council,2014,Europe,,No Schedule F
11,Family Watch International,2014,Europe,,No Schedule F
12,Federalist Society,2014,Europe,"$871,030",
13,Fellowship Foundation ,2014,Europe,"$41,572",
14,Focus on the Family,2014,Europe,"$4,500",
15,Heartbeat International,2014,Europe,"$28,958",
16,Home School Legal Defense Association,2014,Europe,"$36,252",
17,Human Life International,2014,Europe,"$312,955",
18,International House of Prayer,2014,Europe,,No Schedule F 
19,International Human Rights Group,2014,Europe,$0,
20,InterVarsity Christian Fellowship,2014,Europe,"$723,293",
21,Leadership Institute,2014,Europe,"$63,438",
22,Liberty Counsel,2014,Europe,$0,
23,LifeSiteNews,2014,Europe,$0,
24,Population Research Institute,2014,Europe,"$36,000",
25,Religious Freedom Institute,2014,Europe,,No 990
26,Summit Ministries,2014,Europe,"$48,000",
27,The Heritage Foundation,2014,Europe,"$73,695",
28,World Youth Alliance,2014,Europe,"$97,953",
1,Acton Institute for the Study of Religion and Liberty,2014,Latin America,"$111,497",
2,Alliance Defending Freedom,2014,Latin America,"$125,800",
3,American Center for Law and Justice,2014,Latin America,$0,
4,"American Society for the Defense of Tradition, Family, Property",2014,Latin America,"$164,938",
5,Bethany Christian Services,2014,Latin America,"$55,204",
6,Billy Graham Evangelistic Association,2014,Latin America,"$531,147",
7,Capitol Ministries,2014,Latin America,$0,
8,Cato Institute,2014,Latin America,"$20,048",
9,Exodus Cry,2014,Latin America,"$57,441",
10,Family Research Council,2014,Latin America,,No Schedule F
11,Family Watch International,2014,Latin America,,No Schedule F
12,Federalist Society,2014,Latin America,$0,
13,Fellowship Foundation,2014,Latin America,"$253,779",
14,Focus on the Family,2014,Latin America,"$465,500",
15,Heartbeat International,2014,Latin America,$0,
16,Home School Legal Defense Association,2014,Latin America,$0,
17,Human Life International,2014,Latin America,"$89,889",
18,International House of Prayer,2014,Latin America,,No Schedule F
19,International Human Rights Group,2014,Latin America,"$167,485",
20,InterVarsity Christian Fellowship,2014,Latin America,"$86,147",
21,Leadership Institute,2014,Latin America,"$134,214",
22,Liberty Counsel,2014,Latin America,$0,
23,LifeSiteNews,2014,Latin America,$0,
24,Population Research Institute,2014,Latin America,"$174,820",
25,Religious Freedom Institute,2014,Latin America,,No 990
26,Summit Ministries,2014,Latin America,$0,
27,The Heritage Foundation,2014,Latin America,"$8,874",
28,World Youth Alliance,2014,Latin America,"$84,197",
1,Acton Institute for the Study of Religion and Liberty,2014,Middle East & North Africa,$0,
2,Alliance Defending Freedom,2014,Middle East & North Africa,$0,
3,American Center for Law and Justice,2014,Middle East & North Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2014,Middle East & North Africa,$0,
5,Bethany Christian Services,2014,Middle East & North Africa,$0,
6,Billy Graham Evangelistic Association,2014,Middle East & North Africa,$0,
7,Capitol Ministries,2014,Middle East & North Africa,,No Schedule F
8,Cato Institute,2014,Middle East & North Africa,$0,
9,Exodus Cry,2014,Middle East & North Africa,$0,
10,Family Research Council,2014,Middle East & North Africa,,No Schedule F
11,Family Watch International,2014,Middle East & North Africa,,No Schedule F
12,Federalist Society,2014,Middle East & North Africa,$0,
13,Fellowship Foundation,2014,Middle East & North Africa,"$5,800",
14,Focus on the Family,2014,Middle East & North Africa,"$729,084",
15,Heartbeat International,2014,Middle East & North Africa,$0,
16,Home School Legal Defense Association,2014,Middle East & North Africa,$152,
17,Human Life International,2014,Middle East & North Africa,"$7,292",
18,International House of Prayer,2014,Middle East & North Africa,,No Schedule F
19,International Human Rights Group,2014,Middle East & North Africa,$0,
20,InterVarsity Christian Fellowship,2014,Middle East & North Africa,"$55,865",
21,Leadership Institute,2014,Middle East & North Africa,$0,
22,Liberty Counsel,2014,Middle East & North Africa,"$750,948",
23,LifeSiteNews,2014,Middle East & North Africa,$0,
24,Population Research Institute,2014,Middle East & North Africa,$0,
25,Religious Freedom Institute,2014,Middle East & North Africa,,No 990
26,Summit Ministries,2014,Middle East & North Africa,$0,
27,The Heritage Foundation,2014,Middle East & North Africa,"$7,598",
28,World Youth Alliance,2014,Middle East & North Africa,"$81,955",
1,Acton Institute for the Study of Religion and Liberty,2014,North America (outside the US),$0,
2,Alliance Defending Freedom,2014,North America (outside the US),"$386,049",
3,American Center for Law and Justice,2014,North America (outside the US),$0,
4,"American Society for the Defense of Tradition, Family, Property",2014,North America (outside the US),"$92,989",
5,Bethany Christian Services,2014,North America (outside the US),$0,
6,Billy Graham Evangelistic Association,2014,North America (outside the US),"$1,038,664",
7,Capitol Ministries,2014,North America (outside the US),$0,
8,Cato Institute,2014,North America (outside the US),0,
9,Exodus Cry,2014,North America (outside the US),$0,
10,Family Research Council,2014,North America (outside the US),,No Schedule F
11,Family Watch International,2014,North America (outside the US),,No Schedule F
12,Federalist Society,2014,North America (outside the US),$0,
13,Fellowship Foundation,2014,North America (outside the US),"$24,000",
14,Focus on the Family,2014,North America (outside the US),$0,
15,Heartbeat International,2014,North America (outside the US),"$5,145",
16,Home School Legal Defense Association,2014,North America (outside the US),"$8,841",
17,Human Life International,2014,North America (outside the US),$0,
18,International House of Prayer,2014,North America (outside the US),,No Schedule F
19,International Human Rights Group,2014,North America (outside the US),$0,
20,InterVarsity Christian Fellowship,2014,North America (outside the US),"$601,297",
21,Leadership Institute,2014,North America (outside the US),0,
22,Liberty Counsel,2014,North America (outside the US),$0,
23,LifeSiteNews,2014,North America (outside the US),"$75,000",
24,Population Research Institute,2014,North America (outside the US),"$5,000",
25,Religious Freedom Institute,2014,North America (outside the US),,No 990
26,Summit Ministries,2014,North America (outside the US),$0,
27,The Heritage Foundation,2014,North America (outside the US),"$10,042",
28,World Youth Alliance,2014,North America (outside the US),$0,
1,Acton Institute for the Study of Religion and Liberty,2013,Africa,"$16,100",
2,Alliance Defending Freedom,2013,Africa,$0,
3,American Center for Law and Justice,2013,Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2013,Africa,"$11,319",
5,Bethany Christian Services,2013,Africa,"$422,950",
6,Billy Graham Evangelistic Association,2013,Africa,"$194,784",
7,Capitol Ministries,2013,Africa,,No Schedule F
8,Cato Institute,2013,Africa,$0,
9,Exodus Cry,2013,Africa,$0,
10,Family Research Council,2013,Africa,,No Schedule F
11,Family Watch International,2013,Africa,,No Schedule F
12,Federalist Society,2013,Africa,$0,
13,Fellowship Foundation,2013,Africa,"$3,269,691",
14,Focus on the Family,2013,Africa,"$149,000",
15,Heartbeat International,2013,Africa,"$19,000",
16,Home School Legal Defense Association,2013,Africa,$0,
17,Human Life International,2013,Africa,"$448,101",
18,International House of Prayer,2013,Africa,,No Schedule F
19,International Human Rights Group,2013,Africa,,No 990
20,InterVarsity Christian Fellowship,2013,Africa,"$134,962",
21,Leadership Institute,2013,Africa,"$7,942",
22,Liberty Counsel,2013,Africa,$0,
23,LifeSiteNews,2013,Africa,$0,
24,Population Research Institute,2013,Africa,$0,
25,Religious Freedom Institute,2013,Africa,,No 990
26,Summit Ministries,2013,Africa,$0,
27,The Heritage Foundation,2013,Africa,$0,
28,World Youth Alliance,2013,Africa,"$58,451",
1,Acton Institute for the Study of Religion and Liberty,2013,Asia,"$11,600",
2,Alliance Defending Freedom,2013,Asia,"$185,981",
3,American Center for Law and Justice,2013,Asia,$0,
4,"American Society for the Defense of Tradition, Family, Property",2013,Asia,$0,
5,Bethany Christian Services,2013,Asia,"$49,393",
6,Billy Graham Evangelistic Association,2013,Asia,"$5,378,310",
7,Capitol Ministries,2013,Asia,,No Schedule F
8,Cato Institute,2013,Asia,$0,
9,Exodus Cry,2013,Asia,2029,
10,Family Research Council,2013,Asia,,No Schedule F
11,Family Watch International,2013,Asia,,No Schedule F
12,Federalist Society,2013,Asia,$0,
13,Fellowship Foundation,2013,Asia,"$335,440",
14,Focus on the Family,2013,Asia,"$322,624",
15,Heartbeat International,2013,Asia,"$14,755",
16,Home School Legal Defense Association,2013,Asia,$0,
17,Human Life International,2013,Asia,"$232,009",
18,International House of Prayer,2013,Asia,,No Schedule F
19,International Human Rights Group,2013,Asia,,No 990
20,InterVarsity Christian Fellowship,2013,Asia,"$213,868",
21,Leadership Institute,2013,Asia,2647,
22,Liberty Counsel,2013,Asia,$0,
23,LifeSiteNews,2013,Asia,$0,
24,Population Research Institute,2013,Asia,"$15,000",
25,Religious Freedom Institute,2013,Asia,,No 990
26,Summit Ministries,2013,Asia,"$10,000",
27,The Heritage Foundation,2013,Asia,"$300,572",
28,World Youth Alliance,2013,Asia,"$80,133",
1,Acton Institute for the Study of Religion and Liberty,2013,Eurasia/Russia,$0,
2,Alliance Defending Freedom,2013,Eurasia/Russia,$0,
3,American Center for Law and Justice,2013,Eurasia/Russia,"$317,406",
4,"American Society for the Defense of Tradition, Family, Property",2013,Eurasia/Russia,$0,
5,Bethany Christian Services,2013,Eurasia/Russia,$0,
6,Billy Graham Evangelistic Association,2013,Eurasia/Russia,"$567,974",
7,Capitol Ministries,2013,Eurasia/Russia,$0,
8,Cato Institute,2013,Eurasia/Russia,"$200,000",
9,Exodus Cry,2013,Eurasia/Russia,"$3,122",
10,Family Research Council,2013,Eurasia/Russia,,No Schedule F
11,Family Watch International,2013,Eurasia/Russia,,No Schedule F
12,Federalist Society,2013,Eurasia/Russia,$0,
13,Fellowship Foundation,2013,Eurasia/Russia,"$7,800",
14,Focus on the Family,2013,Eurasia/Russia,$0,
15,Heartbeat International,2013,Eurasia/Russia,$0,
16,Home School Legal Defense Association,2013,Eurasia/Russia,$0,
17,Human Life International,2013,Eurasia/Russia,"$18,566",
18,International House of Prayer,2013,Eurasia/Russia,,No Schedule F 
19,International Human Rights Group,2013,Eurasia/Russia,,No 990
20,InterVarsity Christian Fellowship,2013,Eurasia/Russia,"$223,396",
21,Leadership Institute,2013,Eurasia/Russia,$0,
22,Liberty Counsel,2013,Eurasia/Russia,$0,
23,LifeSiteNews,2013,Eurasia/Russia,$0,
24,Population Research Institute,2013,Eurasia/Russia,$0,
25,Religious Freedom Institute,2013,Eurasia/Russia,,No 990
26,Summit Ministries,2013,Eurasia/Russia,$0,
27,The Heritage Foundation,2013,Eurasia/Russia,"$4,861",
28,World Youth Alliance,2013,Eurasia/Russia,$0,
1,Acton Institute for the Study of Religion and Liberty,2013,Europe,"$145,985",
2,Alliance Defending Freedom,2013,Europe,"$908,005",
3,American Center for Law and Justice,2013,Europe,"$1,106,826",
4,"American Society for the Defense of Tradition, Family, Property",2013,Europe,"$11,306",
5,Bethany Christian Services,2013,Europe,"$98,869",
6,Billy Graham Evangelistic Association,2013,Europe,"$3,631,700",
7,Capitol Ministries,2013,Europe,,No Schedule F
8,Cato Institute,2013,Europe,"$123,334",
9,Exodus Cry,2013,Europe,"$19,194",
10,Family Research Council,2013,Europe,,No Schedule F
11,Family Watch International,2013,Europe,,No Schedule F
12,Federalist Society,2013,Europe,"$899,922",
13,Fellowship Foundation ,2013,Europe,"$23,500",
14,Focus on the Family,2013,Europe,$0,
15,Heartbeat International,2013,Europe,"$14,650",
16,Home School Legal Defense Association,2013,Europe,"$35,025",
17,Human Life International,2013,Europe,"$383,063",
18,International House of Prayer,2013,Europe,,No Schedule F 
19,International Human Rights Group,2013,Europe,,No 990
20,InterVarsity Christian Fellowship,2013,Europe,"$800,783",
21,Leadership Institute,2013,Europe,"$120,562",
22,Liberty Counsel,2013,Europe,$0,
23,LifeSiteNews,2013,Europe,$0,
24,Population Research Institute,2013,Europe,"$55,757",
25,Religious Freedom Institute,2013,Europe,,No 990
26,Summit Ministries,2013,Europe,"$69,907",
27,The Heritage Foundation,2013,Europe,"$143,290",
28,World Youth Alliance,2013,Europe,"$121,016",
1,Acton Institute for the Study of Religion and Liberty,2013,Latin America,"$52,412",
2,Alliance Defending Freedom,2013,Latin America,"$65,500",
3,American Center for Law and Justice,2013,Latin America,$0,
4,"American Society for the Defense of Tradition, Family, Property",2013,Latin America,"$252,131",
5,Bethany Christian Services,2013,Latin America,"$55,550",
6,Billy Graham Evangelistic Association,2013,Latin America,"$1,140,204",
7,Capitol Ministries,2013,Latin America,$0,
8,Cato Institute,2013,Latin America,"$24,572",
9,Exodus Cry,2013,Latin America,"$44,003",
10,Family Research Council,2013,Latin America,,No Schedule F
11,Family Watch International,2013,Latin America,,No Schedule F
12,Federalist Society,2013,Latin America,$0,
13,Fellowship Foundation,2013,Latin America,"$287,470",
14,Focus on the Family,2013,Latin America,"$547,100",
15,Heartbeat International,2013,Latin America,"$4,690",
16,Home School Legal Defense Association,2013,Latin America,$0,
17,Human Life International,2013,Latin America,"$130,440",
18,International House of Prayer,2013,Latin America,,No Schedule F
19,International Human Rights Group,2013,Latin America,,No 990
20,InterVarsity Christian Fellowship,2013,Latin America,"$170,199",
21,Leadership Institute,2013,Latin America,"$135,011",
22,Liberty Counsel,2013,Latin America,$0,
23,LifeSiteNews,2013,Latin America,$0,
24,Population Research Institute,2013,Latin America,"$154,100",
25,Religious Freedom Institute,2013,Latin America,,No 990
26,Summit Ministries,2013,Latin America,$0,
27,The Heritage Foundation,2013,Latin America,"$13,069",
28,World Youth Alliance,2013,Latin America,$0,
1,Acton Institute for the Study of Religion and Liberty,2013,Middle East & North Africa,$0,
2,Alliance Defending Freedom,2013,Middle East & North Africa,$0,
3,American Center for Law and Justice,2013,Middle East & North Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2013,Middle East & North Africa,$0,
5,Bethany Christian Services,2013,Middle East & North Africa,$0,
6,Billy Graham Evangelistic Association,2013,Middle East & North Africa,$0,
7,Capitol Ministries,2013,Middle East & North Africa,,No Schedule F
8,Cato Institute,2013,Middle East & North Africa,$0,
9,Exodus Cry,2013,Middle East & North Africa,$0,
10,Family Research Council,2013,Middle East & North Africa,,No Schedule F
11,Family Watch International,2013,Middle East & North Africa,,No Schedule F
12,Federalist Society,2013,Middle East & North Africa,$0,
13,Fellowship Foundation,2013,Middle East & North Africa,"$108,364",
14,Focus on the Family,2013,Middle East & North Africa,"$703,002",
15,Heartbeat International,2013,Middle East & North Africa,$0,
16,Home School Legal Defense Association,2013,Middle East & North Africa,$0,
17,Human Life International,2013,Middle East & North Africa,"$13,903",
18,International House of Prayer,2013,Middle East & North Africa,,No Schedule F
19,International Human Rights Group,2013,Middle East & North Africa,,No 990
20,InterVarsity Christian Fellowship,2013,Middle East & North Africa,"$214,894",
21,Leadership Institute,2013,Middle East & North Africa,$0,
22,Liberty Counsel,2013,Middle East & North Africa,"$109,296",
23,LifeSiteNews,2013,Middle East & North Africa,$0,
24,Population Research Institute,2013,Middle East & North Africa,$0,
25,Religious Freedom Institute,2013,Middle East & North Africa,,No 990
26,Summit Ministries,2013,Middle East & North Africa,$0,
27,The Heritage Foundation,2013,Middle East & North Africa,"$7,044",
28,World Youth Alliance,2013,Middle East & North Africa,"$79,651",
1,Acton Institute for the Study of Religion and Liberty,2013,North America (outside the US),$0,
2,Alliance Defending Freedom,2013,North America (outside the US),"$514,028",
3,American Center for Law and Justice,2013,North America (outside the US),$0,
4,"American Society for the Defense of Tradition, Family, Property",2013,North America (outside the US),"$17,213",
5,Bethany Christian Services,2013,North America (outside the US),$0,
6,Billy Graham Evangelistic Association,2013,North America (outside the US),"$828,204",
7,Capitol Ministries,2013,North America (outside the US),$0,
8,Cato Institute,2013,North America (outside the US),$0,
9,Exodus Cry,2013,North America (outside the US),$0,
10,Family Research Council,2013,North America (outside the US),,No Schedule F
11,Family Watch International,2013,North America (outside the US),,No Schedule F
12,Federalist Society,2013,North America (outside the US),$0,
13,Fellowship Foundation,2013,North America (outside the US),"$11,799",
14,Focus on the Family,2013,North America (outside the US),$50,
15,Heartbeat International,2013,North America (outside the US),"$2,535",
16,Home School Legal Defense Association,2013,North America (outside the US),$0,
17,Human Life International,2013,North America (outside the US),"$14,555",
18,International House of Prayer,2013,North America (outside the US),,No Schedule F
19,International Human Rights Group,2013,North America (outside the US),,No 990
20,InterVarsity Christian Fellowship,2013,North America (outside the US),"$509,118",
21,Leadership Institute,2013,North America (outside the US),10589,
22,Liberty Counsel,2013,North America (outside the US),$0,
23,LifeSiteNews,2013,North America (outside the US),"$100,000",
24,Population Research Institute,2013,North America (outside the US),$0,
25,Religious Freedom Institute,2013,North America (outside the US),,No 990
26,Summit Ministries,2013,North America (outside the US),$0,
27,The Heritage Foundation,2013,North America (outside the US),$585,
28,World Youth Alliance,2013,North America (outside the US),"$82,318",
1,Acton Institute for the Study of Religion and Liberty,2012,Africa,"$25,089",
2,Alliance Defending Freedom,2012,Africa,"$5,000",
3,American Center for Law and Justice,2012,Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2012,Africa,$0,
5,Bethany Christian Services,2012,Africa,"$525,768",
6,Billy Graham Evangelistic Association,2012,Africa,"$2,137,535",
7,Capitol Ministries,2012,Africa,,No Schedule F
8,Cato Institute,2012,Africa,$0,
9,Exodus Cry,2012,Africa,$0,
10,Family Research Council,2012,Africa,,No Schedule F
11,Family Watch International,2012,Africa,,No Schedule F
12,Federalist Society,2012,Africa,$0,
13,Fellowship Foundation,2012,Africa,"$2,887,952",
14,Focus on the Family,2012,Africa,"$227,724",
15,Heartbeat International,2012,Africa,"$15,000",
16,Home School Legal Defense Association,2012,Africa,$0,
17,Human Life International,2012,Africa,"$436,636",
18,International House of Prayer,2012,Africa,,No Schedule F
19,International Human Rights Group,2012,Africa,,No 990
20,InterVarsity Christian Fellowship,2012,Africa,"$218,482",
21,Leadership Institute,2012,Africa,"$2,174",
22,Liberty Counsel,2012,Africa,$0,
23,LifeSiteNews,2012,Africa,$0,
24,Population Research Institute,2012,Africa,$0,
25,Religious Freedom Institute,2012,Africa,,No 990
26,Summit Ministries,2012,Africa,$0,
27,The Heritage Foundation,2012,Africa,$0,
28,World Youth Alliance,2012,Africa,"$60,138",
1,Acton Institute for the Study of Religion and Liberty,2012,Asia,"$15,979",
2,Alliance Defending Freedom,2012,Asia,"$182,537",
3,American Center for Law and Justice,2012,Asia,$0,
4,"American Society for the Defense of Tradition, Family, Property",2012,Asia,"$6,314",
5,Bethany Christian Services,2012,Asia,"$55,133",
6,Billy Graham Evangelistic Association,2012,Asia,"$4,613,729",
7,Capitol Ministries,2012,Asia,,No Schedule F
8,Cato Institute,2012,Asia,"$250,000",
9,Exodus Cry,2012,Asia,0,
10,Family Research Council,2012,Asia,,No Schedule F
11,Family Watch International,2012,Asia,,No Schedule F
12,Federalist Society,2012,Asia,$0,
13,Fellowship Foundation,2012,Asia,"$277,060",
14,Focus on the Family,2012,Asia,"$597,203",
15,Heartbeat International,2012,Asia,"$1,000",
16,Home School Legal Defense Association,2012,Asia,$500,
17,Human Life International,2012,Asia,"$225,209",
18,International House of Prayer,2012,Asia,,No Schedule F
19,International Human Rights Group,2012,Asia,,No 990
20,InterVarsity Christian Fellowship,2012,Asia,"$233,638",
21,Leadership Institute,2012,Asia,8696,
22,Liberty Counsel,2012,Asia,$0,
23,LifeSiteNews,2012,Asia,$0,
24,Population Research Institute,2012,Asia,"$10,000",
25,Religious Freedom Institute,2012,Asia,,No 990
26,Summit Ministries,2012,Asia,$0,
27,The Heritage Foundation,2012,Asia,"$212,307",
28,World Youth Alliance,2012,Asia,"$72,448",
1,Acton Institute for the Study of Religion and Liberty,2012,Eurasia/Russia,$0,
2,Alliance Defending Freedom,2012,Eurasia/Russia,"$6,300",
3,American Center for Law and Justice,2012,Eurasia/Russia,"$308,131",
4,"American Society for the Defense of Tradition, Family, Property",2012,Eurasia/Russia,$0,
5,Bethany Christian Services,2012,Eurasia/Russia,$0,
6,Billy Graham Evangelistic Association,2012,Eurasia/Russia,"$218,292",
7,Capitol Ministries,2012,Eurasia/Russia,$0,
8,Cato Institute,2012,Eurasia/Russia,"$245,000",
9,Exodus Cry,2012,Eurasia/Russia,$0,
10,Family Research Council,2012,Eurasia/Russia,,No Schedule F
11,Family Watch International,2012,Eurasia/Russia,,No Schedule F
12,Federalist Society,2012,Eurasia/Russia,$0,
13,Fellowship Foundation,2012,Eurasia/Russia,"$29,950",
14,Focus on the Family,2012,Eurasia/Russia,$0,
15,Heartbeat International,2012,Eurasia/Russia,$0,
16,Home School Legal Defense Association,2012,Eurasia/Russia,$0,
17,Human Life International,2012,Eurasia/Russia,"$14,471",
18,International House of Prayer,2012,Eurasia/Russia,,No Schedule F 
19,International Human Rights Group,2012,Eurasia/Russia,,No 990
20,InterVarsity Christian Fellowship,2012,Eurasia/Russia,"$224,489",
21,Leadership Institute,2012,Eurasia/Russia,$0,
22,Liberty Counsel,2012,Eurasia/Russia,$0,
23,LifeSiteNews,2012,Eurasia/Russia,$0,
24,Population Research Institute,2012,Eurasia/Russia,$0,
25,Religious Freedom Institute,2012,Eurasia/Russia,,No 990
26,Summit Ministries,2012,Eurasia/Russia,$0,
27,The Heritage Foundation,2012,Eurasia/Russia,"$4,263",
28,World Youth Alliance,2012,Eurasia/Russia,$0,
1,Acton Institute for the Study of Religion and Liberty,2012,Europe,"$144,056",
2,Alliance Defending Freedom,2012,Europe,"$941,516",
3,American Center for Law and Justice,2012,Europe,"$1,111,739",
4,"American Society for the Defense of Tradition, Family, Property",2012,Europe,"$10,921",
5,Bethany Christian Services,2012,Europe,"$111,928",
6,Billy Graham Evangelistic Association,2012,Europe,"$4,393,559",
7,Capitol Ministries,2012,Europe,,No Schedule F
8,Cato Institute,2012,Europe,"$50,000",
9,Exodus Cry,2012,Europe,"$9,864",
10,Family Research Council,2012,Europe,,No Schedule F
11,Family Watch International,2012,Europe,,No Schedule F
12,Federalist Society,2012,Europe,"$796,108",
13,Fellowship Foundation ,2012,Europe,"$23,857",
14,Focus on the Family,2012,Europe,"$81,132",
15,Heartbeat International,2012,Europe,$0,
16,Home School Legal Defense Association,2012,Europe,"$112,070",
17,Human Life International,2012,Europe,"$360,109",
18,International House of Prayer,2012,Europe,,No Schedule F 
19,International Human Rights Group,2012,Europe,,No 990
20,InterVarsity Christian Fellowship,2012,Europe,"$1,326,462",
21,Leadership Institute,2012,Europe,"$108,398",
22,Liberty Counsel,2012,Europe,$0,
23,LifeSiteNews,2012,Europe,$0,
24,Population Research Institute,2012,Europe,"$36,135",
25,Religious Freedom Institute,2012,Europe,,No 990
26,Summit Ministries,2012,Europe,"$497,590",
27,The Heritage Foundation,2012,Europe,"$132,544",
28,World Youth Alliance,2012,Europe,"$159,608",
1,Acton Institute for the Study of Religion and Liberty,2012,Latin America,"$38,970",
2,Alliance Defending Freedom,2012,Latin America,"$78,023",
3,American Center for Law and Justice,2012,Latin America,$0,
4,"American Society for the Defense of Tradition, Family, Property",2012,Latin America,"$256,355",
5,Bethany Christian Services,2012,Latin America,"$44,424",
6,Billy Graham Evangelistic Association,2012,Latin America,"$874,945",
7,Capitol Ministries,2012,Latin America,$0,
8,Cato Institute,2012,Latin America,"$69,753",
9,Exodus Cry,2012,Latin America,"$34,701",
10,Family Research Council,2012,Latin America,,No Schedule F
11,Family Watch International,2012,Latin America,,No Schedule F
12,Federalist Society,2012,Latin America,$0,
13,Fellowship Foundation,2012,Latin America,"$161,284",
14,Focus on the Family,2012,Latin America,"$600,813",
15,Heartbeat International,2012,Latin America,"$7,490",
16,Home School Legal Defense Association,2012,Latin America,$0,
17,Human Life International,2012,Latin America,"$123,089",
18,International House of Prayer,2012,Latin America,,No Schedule F
19,International Human Rights Group,2012,Latin America,,No 990
20,InterVarsity Christian Fellowship,2012,Latin America,"$100,296",
21,Leadership Institute,2012,Latin America,"$50,002",
22,Liberty Counsel,2012,Latin America,$0,
23,LifeSiteNews,2012,Latin America,$0,
24,Population Research Institute,2012,Latin America,"$115,313",
25,Religious Freedom Institute,2012,Latin America,,No 990
26,Summit Ministries,2012,Latin America,$0,
27,The Heritage Foundation,2012,Latin America,$188,
28,World Youth Alliance,2012,Latin America,"$65,348",
1,Acton Institute for the Study of Religion and Liberty,2012,Middle East & North Africa,$0,
2,Alliance Defending Freedom,2012,Middle East & North Africa,"$6,300",
3,American Center for Law and Justice,2012,Middle East & North Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2012,Middle East & North Africa,$0,
5,Bethany Christian Services,2012,Middle East & North Africa,$0,
6,Billy Graham Evangelistic Association,2012,Middle East & North Africa,$0,
7,Capitol Ministries,2012,Middle East & North Africa,,No Schedule F
8,Cato Institute,2012,Middle East & North Africa,$0,
9,Exodus Cry,2012,Middle East & North Africa,$0,
10,Family Research Council,2012,Middle East & North Africa,,No Schedule F
11,Family Watch International,2012,Middle East & North Africa,,No Schedule F
12,Federalist Society,2012,Middle East & North Africa,$0,
13,Fellowship Foundation,2012,Middle East & North Africa,"$234,900",
14,Focus on the Family,2012,Middle East & North Africa,"$220,287",
15,Heartbeat International,2012,Middle East & North Africa,$0,
16,Home School Legal Defense Association,2012,Middle East & North Africa,$0,
17,Human Life International,2012,Middle East & North Africa,"$15,257",
18,International House of Prayer,2012,Middle East & North Africa,,No Schedule F
19,International Human Rights Group,2012,Middle East & North Africa,,No 990
20,InterVarsity Christian Fellowship,2012,Middle East & North Africa,"$326,531",
21,Leadership Institute,2012,Middle East & North Africa,$0,
22,Liberty Counsel,2012,Middle East & North Africa,"$42,069",
23,LifeSiteNews,2012,Middle East & North Africa,$0,
24,Population Research Institute,2012,Middle East & North Africa,$0,
25,Religious Freedom Institute,2012,Middle East & North Africa,,No 990
